ID,DATA,CLIENTE,PRODUTO,CATEGORIA,QUANTIDADE,PRECO_UNITARIO,DESCONTO_PERCENTUAL,FORMA_PAGAMENTO,CIDADE,ESTADO,STATUS
950,2026-03-27,CLIENTE_0950,PRODUTO_051,CATEGORIA_03,1,357.50,0,BOLETO,CIDADE_31,UF06,CANCELADO
951,2024-04-28,CLIENTE_0951,PRODUTO_052,CATEGORIA_04,2,358.87,1,CARTAO_DEBITO,CIDADE_32,UF07,PAGO
952,2025-05-01,CLIENTE_0952,PRODUTO_053,CATEGORIA_05,3,360.24,2,CARTAO_CREDITO,CIDADE_33,UF08,PENDENTE
953,2026-06-02,CLIENTE_0953,PRODUTO_054,CATEGORIA_06,4,361.61,3,PIX,CIDADE_34,UF09,CANCELADO
954,2024-07-03,CLIENTE_0954,PRODUTO_055,CATEGORIA_07,5,362.98,4,BOLETO,CIDADE_35,UF10,PAGO
955,2025-08-04,CLIENTE_0955,PRODUTO_056,CATEGORIA_08,6,364.35,5,CARTAO_DEBITO,CIDADE_36,UF11,PENDENTE
956,2026-09-05,CLIENTE_0956,PRODUTO_057,CATEGORIA_09,7,365.72,6,CARTAO_CREDITO,CIDADE_37,UF12,CANCELADO
957,2024-10-06,CLIENTE_0957,PRODUTO_058,CATEGORIA_10,8,367.09,7,PIX,CIDADE_38,UF13,PAGO
958,2025-11-07,CLIENTE_0958,PRODUTO_059,CATEGORIA_11,9,368.46,8,BOLETO,CIDADE_39,UF14,PENDENTE
959,2026-12-08,CLIENTE_0959,PRODUTO_060,CATEGORIA_12,10,369.83,9,CARTAO_DEBITO,CIDADE_40,UF15,CANCELADO
960,2024-01-09,CLIENTE_0960,PRODUTO_061,CATEGORIA_01,1,371.20,10,CARTAO_CREDITO,CIDADE_01,UF16,PAGO
961,2025-02-10,CLIENTE_0961,PRODUTO_062,CATEGORIA_02,2,372.57,11,PIX,CIDADE_02,UF17,PENDENTE
962,2026-03-11,CLIENTE_0962,PRODUTO_063,CATEGORIA_03,3,373.94,12,BOLETO,CIDADE_03,UF18,CANCELADO
963,2024-04-12,CLIENTE_0963,PRODUTO_064,CATEGORIA_04,4,375.31,13,CARTAO_DEBITO,CIDADE_04,UF19,PAGO
964,2025-05-13,CLIENTE_0964,PRODUTO_065,CATEGORIA_05,5,376.68,14,CARTAO_CREDITO,CIDADE_05,UF20,PENDENTE
965,2026-06-14,CLIENTE_0965,PRODUTO_066,CATEGORIA_06,6,378.05,15,PIX,CIDADE_06,UF21,CANCELADO
966,2024-07-15,CLIENTE_0966,PRODUTO_067,CATEGORIA_07,7,379.42,16,BOLETO,CIDADE_07,UF22,PAGO
967,2025-08-16,CLIENTE_0967,PRODUTO_068,CATEGORIA_08,8,380.79,17,CARTAO_DEBITO,CIDADE_08,UF23,PENDENTE
968,2026-09-17,CLIENTE_0968,PRODUTO_069,CATEGORIA_09,9,382.16,18,CARTAO_CREDITO,CIDADE_09,UF24,CANCELADO
969,2024-10-18,CLIENTE_0969,PRODUTO_070,CATEGORIA_10,10,383.53,19,PIX,CIDADE_10,UF25,PAGO
970,2025-11-19,CLIENTE_0970,PRODUTO_071,CATEGORIA_11,1,384.90,20,BOLETO,CIDADE_11,UF26,PENDENTE
971,2026-12-20,CLIENTE_0971,PRODUTO_072,CATEGORIA_12,2,386.27,21,CARTAO_DEBITO,CIDADE_12,UF27,CANCELADO
972,2024-01-21,CLIENTE_0972,PRODUTO_073,CATEGORIA_01,3,387.64,22,CARTAO_CREDITO,CIDADE_13,UF01,PAGO
973,2025-02-22,CLIENTE_0973,PRODUTO_074,CATEGORIA_02,4,389.01,23,PIX,CIDADE_14,UF02,PENDENTE
974,2026-03-23,CLIENTE_0974,PRODUTO_075,CATEGORIA_03,5,390.38,24,BOLETO,CIDADE_15,UF03,CANCELADO
975,2024-04-24,CLIENTE_0975,PRODUTO_076,CATEGORIA_04,6,391.75,0,CARTAO_DEBITO,CIDADE_16,UF04,PAGO
976,2025-05-25,CLIENTE_0976,PRODUTO_077,CATEGORIA_05,7,393.12,1,CARTAO_CREDITO,CIDADE_17,UF05,PENDENTE
977,2026-06-26,CLIENTE_0977,PRODUTO_078,CATEGORIA_06,8,394.49,2,PIX,CIDADE_18,UF06,CANCELADO
978,2024-07-27,CLIENTE_0978,PRODUTO_079,CATEGORIA_07,9,395.86,3,BOLETO,CIDADE_19,UF07,PAGO
979,2025-08-28,CLIENTE_0979,PRODUTO_080,CATEGORIA_08,10,397.23,4,CARTAO_DEBITO,CIDADE_20,UF08,PENDENTE
980,2026-09-01,CLIENTE_0980,PRODUTO_081,CATEGORIA_09,1,398.60,5,CARTAO_CREDITO,CIDADE_21,UF09,CANCELADO
981,2024-10-02,CLIENTE_0981,PRODUTO_082,CATEGORIA_10,2,399.97,6,PIX,CIDADE_22,UF10,PAGO
982,2025-11-03,CLIENTE_0982,PRODUTO_083,CATEGORIA_11,3,401.34,7,BOLETO,CIDADE_23,UF11,PENDENTE
983,2026-12-04,CLIENTE_0983,PRODUTO_084,CATEGORIA_12,4,402.71,8,CARTAO_DEBITO,CIDADE_24,UF12,CANCELADO
984,2024-01-05,CLIENTE_0984,PRODUTO_085,CATEGORIA_01,5,404.08,9,CARTAO_CREDITO,CIDADE_25,UF13,PAGO
985,2025-02-06,CLIENTE_0985,PRODUTO_086,CATEGORIA_02,6,405.45,10,PIX,CIDADE_26,UF14,PENDENTE
986,2026-03-07,CLIENTE_0986,PRODUTO_087,CATEGORIA_03,7,406.82,11,BOLETO,CIDADE_27,UF15,CANCELADO
987,2024-04-08,CLIENTE_0987,PRODUTO_088,CATEGORIA_04,8,408.19,12,CARTAO_DEBITO,CIDADE_28,UF16,PAGO
988,2025-05-09,CLIENTE_0988,PRODUTO_089,CATEGORIA_05,9,409.56,13,CARTAO_CREDITO,CIDADE_29,UF17,PENDENTE
989,2026-06-10,CLIENTE_0989,PRODUTO_090,CATEGORIA_06,10,410.93,14,PIX,CIDADE_30,UF18,CANCELADO
990,2024-07-11,CLIENTE_0990,PRODUTO_091,CATEGORIA_07,1,412.30,15,BOLETO,CIDADE_31,UF19,PAGO
991,2025-08-12,CLIENTE_0991,PRODUTO_092,CATEGORIA_08,2,413.67,16,CARTAO_DEBITO,CIDADE_32,UF20,PENDENTE
992,2026-09-13,CLIENTE_0992,PRODUTO_093,CATEGORIA_09,3,415.04,17,CARTAO_CREDITO,CIDADE_33,UF21,CANCELADO
993,2024-10-14,CLIENTE_0993,PRODUTO_094,CATEGORIA_10,4,416.41,18,PIX,CIDADE_34,UF22,PAGO
994,2025-11-15,CLIENTE_0994,PRODUTO_095,CATEGORIA_11,5,417.78,19,BOLETO,CIDADE_35,UF23,PENDENTE
995,2026-12-16,CLIENTE_0995,PRODUTO_096,CATEGORIA_12,6,419.15,20,CARTAO_DEBITO,CIDADE_36,UF24,CANCELADO
996,2024-01-17,CLIENTE_0996,PRODUTO_097,CATEGORIA_01,7,420.52,21,CARTAO_CREDITO,CIDADE_37,UF25,PAGO
997,2025-02-18,CLIENTE_0997,PRODUTO_098,CATEGORIA_02,8,421.89,22,PIX,CIDADE_38,UF26,PENDENTE
998,2026-03-19,CLIENTE_0998,PRODUTO_099,CATEGORIA_03,9,423.26,23,BOLETO,CIDADE_39,UF27,CANCELADO
999,2024-04-20,CLIENTE_0999,PRODUTO_100,CATEGORIA_04,10,424.63,24,CARTAO_DEBITO,CIDADE_40,UF01,PAGO
1000,2025-05-21,CLIENTE_1000,PRODUTO_101,CATEGORIA_05,1,426.00,0,CARTAO_CREDITO,CIDADE_01,UF02,PENDENTE
